,brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
11594,Maruti,2,9001,Dealer,Petrol,Automatic,18.69,1462,103.0,7,1059000
11595,Hyundai,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5,120000
11596,Mahindra,14,74000,Dealer,Diesel,Manual,13.5,2179,115.0,5,275000
11599,Hyundai,4,110000,Individual,Diesel,Manual,22.54,1396,88.73,5,800000
11600,Maruti,3,20180,Dealer,Diesel,Automatic,24.3,1248,88.5,5,975000
11601,Maruti,9,79000,Dealer,Diesel,Manual,17.8,1248,75.0,5,369000
11602,Tata,6,50000,Individual,Diesel,Manual,14.0,2179,138.1,7,625000
11603,Hyundai,2,65972,Individual,Diesel,Manual,20.5,1582,126.2,5,1360000
11604,Maruti,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,751000
11605,Renault,5,26957,Dealer,Petrol,Manual,25.17,799,53.3,5,365000
11606,Honda,13,91000,Dealer,Petrol,Manual,16.0,1493,106.0,5,235000
11607,Maruti,2,10000,Individual,Petrol,Manual,21.01,1197,81.8,5,550000
11608,Maruti,7,25000,Individual,Diesel,Manual,25.2,1248,74.0,5,405000
11609,Hyundai,5,20000,Dealer,Petrol,Manual,18.9,1197,82.0,5,500000
11610,Hyundai,8,50000,Individual,Petrol,Manual,18.5,1197,82.85,5,425000
11611,Honda,5,40000,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000
11612,Maruti,13,110000,Individual,Petrol,Manual,19.7,796,46.3,5,120000
11613,Honda,4,62736,Dealer,Diesel,Manual,25.5,1498,98.6,5,785000
11614,Hyundai,7,48100,Dealer,Petrol,Manual,18.6,1197,81.83,5,495000
11615,Maruti,2,15000,Individual,Diesel,Automatic,24.3,1248,88.5,5,942000
11616,Maruti,8,55000,Dealer,Diesel,Manual,24.2,1498,93.87,7,550000
11617,Hyundai,7,49000,Dealer,Petrol,Manual,17.0,1197,80.0,5,552000
11618,Tata,3,10000,Individual,Diesel,Manual,17.6,2179,147.94,7,1100000
11619,Maruti,13,115000,Individual,Diesel,Manual,19.3,1248,73.9,5,350000
11620,Hyundai,8,45000,Individual,Petrol,Manual,20.36,1197,78.9,5,280000
11621,Maruti,2,7000,Individual,Petrol,Manual,21.21,1197,81.8,5,610000
11622,Maruti,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
11623,Maruti,8,51200,Dealer,Petrol,Manual,16.1,1197,85.0,5,470000
11624,Renault,5,140000,Dealer,Diesel,Manual,19.87,1461,83.8,5,680000
11625,Maruti,3,25000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,645000
11626,Maruti,2,31000,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000
11627,Hyundai,11,70000,Individual,Petrol,Manual,17.0,1197,80.0,5,200000
11628,Hyundai,5,35000,Individual,Diesel,Manual,24.8,1396,88.7,5,655000
11629,Hyundai,6,50000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,850000
11630,Tata,9,72000,Dealer,Diesel,Manual,13.93,2179,138.1,7,450000
11631,Hyundai,4,70000,Individual,Diesel,Manual,21.38,1396,88.7,5,830000
11632,Maruti,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000
11634,Maruti,10,97319,Individual,Petrol,Manual,18.9,998,67.1,5,300000
11636,Mahindra,6,48000,Dealer,Diesel,Manual,15.4,2179,120.0,8,850000
11637,Hyundai,3,35000,Individual,Diesel,Manual,22.54,1396,88.73,5,700000
11638,Honda,4,19000,Individual,Petrol,Manual,17.8,1497,117.3,5,850000
11639,Maruti,6,49000,Dealer,Petrol,Manual,22.74,796,47.3,5,235000
11640,Hyundai,12,78666,Dealer,Diesel,Manual,22.32,1582,126.32,5,160000
11641,Hyundai,5,44633,Dealer,Petrol,Manual,19.81,1086,68.1,5,450000
11642,Hyundai,11,80000,Dealer,Petrol,Manual,18.6,1197,81.83,5,425000
11643,Hyundai,4,29945,Dealer,Petrol,Automatic,18.9,1197,81.86,5,625000
11644,Hyundai,8,31178,Dealer,Petrol,Automatic,18.9,1197,81.86,5,400000
11645,Hyundai,4,19543,Individual,Petrol,Manual,13.0,1591,121.3,5,1100000
11646,Maruti,4,26000,Dealer,Petrol,Manual,20.73,1373,91.1,5,740000
11647,Volkswagen,5,29000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,795000
11648,Hyundai,8,48000,Dealer,Petrol,Manual,17.01,1591,121.3,5,510000
11649,Hyundai,5,48000,Dealer,Petrol,Manual,15.8,1591,121.3,5,840000
11650,Maruti,3,50000,Individual,Petrol,Automatic,21.4,1197,83.1,5,600000
11651,Hyundai,10,68000,Individual,Petrol,Manual,20.36,1197,78.9,5,250000
11652,Ford,5,27000,Dealer,Petrol,Automatic,17.01,1499,110.4,5,535000
11653,Hyundai,9,68000,Individual,Petrol,Manual,17.01,1591,121.3,5,410000
11654,Mahindra,3,15000,Individual,Petrol,Manual,18.15,1198,82.0,5,470000
11655,Maruti,5,18540,Dealer,Petrol,Automatic,23.1,998,67.04,5,429000
11656,Hyundai,6,48000,Individual,Diesel,Manual,22.54,1396,88.73,5,635000
11658,Skoda,12,98000,Dealer,Diesel,Automatic,17.2,1968,138.03,5,350000
11659,Maruti,3,18000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,835000
11661,Mahindra,3,40000,Individual,Diesel,Manual,25.32,1198,77.0,5,680000
11662,Maruti,10,78562,Dealer,Petrol,Manual,18.9,998,67.1,5,260000
11663,Honda,6,54000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,795000
11664,Maruti,8,80000,Individual,Petrol,Manual,22.74,796,47.3,5,250000
11665,Maruti,4,41000,Dealer,Diesel,Manual,26.59,1248,74.0,5,470000
11666,Volkswagen,6,63000,Dealer,Diesel,Manual,20.14,1498,88.0,5,650000
11667,Maruti,4,44000,Dealer,Diesel,Manual,26.21,1248,88.5,5,815000
11668,Maruti,9,65535,Dealer,Petrol,Manual,19.7,796,46.3,5,275000
11669,Hyundai,4,35000,Dealer,Diesel,Manual,22.54,1396,88.73,5,580000
11670,Tata,4,50000,Individual,Petrol,Manual,23.84,1199,84.0,5,390000
11671,Maruti,4,34676,Dealer,Petrol,Manual,21.4,1197,83.1,5,710000
11672,Tata,8,68192,Dealer,Diesel,Manual,14.1,2179,147.94,7,550000
11673,Maruti,6,50000,Individual,Petrol,Manual,20.4,1197,81.8,5,435000
11674,Skoda,7,50900,Dealer,Petrol,Manual,15.0,1598,103.5,5,400000
11675,Maruti,8,48000,Dealer,Petrol,Manual,18.9,998,67.1,5,325000
11676,Honda,2,2200,Dealer,Petrol,Automatic,18.1,1199,88.7,5,790000
11677,Hyundai,9,106346,Dealer,Petrol,Manual,17.92,1086,62.1,5,220000
11679,Audi,10,70000,Dealer,Diesel,Automatic,16.55,1968,140.0,5,1099000
11680,Hyundai,9,73000,Dealer,Diesel,Manual,23.0,1396,90.0,5,395000
11681,Maruti,3,28000,Dealer,Diesel,Manual,28.4,1248,74.0,5,800000
11682,Maruti,3,21000,Individual,Petrol,Automatic,23.1,998,67.04,5,510000
11683,Skoda,7,49000,Dealer,Diesel,Manual,20.5,1598,103.5,5,625000
11684,Hyundai,6,47000,Dealer,Petrol,Manual,18.5,1197,82.85,5,540000
11685,Skoda,2,35000,Individual,Diesel,Automatic,21.72,1498,108.6,5,1000000
11686,Tata,3,43000,Dealer,Diesel,Manual,21.5,1497,108.5,5,895000
11687,Maruti,4,35000,Individual,Petrol,Manual,24.7,796,47.3,5,280000
11689,Ford,5,70000,Individual,Diesel,Manual,25.83,1498,99.0,5,270000
11690,Maruti,3,14188,Dealer,Petrol,Manual,20.89,1197,81.8,5,470000
11691,Maruti,4,65000,Individual,Petrol,Manual,21.4,1197,83.1,5,520000
11692,Maruti,3,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,641000
11693,Maruti,4,21000,Dealer,Petrol,Manual,20.85,1197,83.14,5,650000
11694,Hyundai,11,74000,Dealer,Petrol,Manual,17.92,1086,62.1,5,265000
11695,Mahindra,6,39838,Dealer,Diesel,Manual,16.0,2179,140.0,7,1095000
11696,Hyundai,1,6500,Dealer,Petrol,Manual,18.27,998,118.35,5,949000
11697,Renault,3,40000,Individual,Petrol,Automatic,24.04,999,67.0,5,300000
11698,Honda,4,40000,Individual,Petrol,Manual,17.8,1497,117.3,5,840000
11699,Tata,4,95000,Dealer,Diesel,Manual,21.5,1497,108.5,5,825000
11700,Ford,2,14000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,980000
11701,Maruti,9,70000,Individual,Petrol,Manual,20.92,998,67.1,5,231000
11703,Hyundai,3,5000,Individual,Petrol,Manual,18.6,1197,81.86,5,815000
11705,Maruti,4,43000,Dealer,CNG,Manual,26.2,998,58.2,5,399000
11706,Hyundai,3,26000,Dealer,Petrol,Automatic,17.0,1591,121.3,5,1040000
11707,Maruti,6,30000,Individual,Petrol,Manual,20.73,1373,91.1,5,600000
11708,Maruti,4,25000,Dealer,Petrol,Manual,20.4,1197,81.8,5,625000
11709,Hyundai,4,100000,Individual,Diesel,Manual,23.9,1582,126.2,5,839000
11711,Hyundai,7,89000,Dealer,Diesel,Manual,24.0,1120,70.0,5,425000
11712,Hyundai,3,10114,Dealer,Petrol,Manual,18.6,1197,81.86,5,690000
11713,Mahindra,8,60000,Individual,Diesel,Manual,15.1,2179,140.0,7,500000
11714,Maruti,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,320000
11715,Maruti,3,20000,Individual,Petrol,Manual,21.63,998,67.0,5,585000
11716,Maruti,4,21000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,680000
11717,Maruti,5,36355,Dealer,Diesel,Manual,24.3,1248,88.5,5,765000
11718,Renault,1,4500,Individual,Petrol,Manual,20.0,999,71.0,7,770000
11719,Maruti,5,70000,Individual,Diesel,Manual,25.2,1248,74.0,5,497000
11720,Honda,2,8700,Individual,Petrol,Manual,19.5,1199,88.76,5,750000
11721,Hyundai,11,100000,Individual,Petrol,Manual,16.2,1599,103.2,5,300000
11722,Maruti,4,26000,Dealer,Petrol,Manual,20.73,1373,91.1,5,740000
11723,Maruti,13,30000,Individual,Petrol,Manual,19.7,796,46.3,5,200000
11724,Honda,8,55243,Dealer,Petrol,Manual,17.0,1497,118.0,5,560000
11725,Hyundai,6,25000,Individual,Petrol,Manual,18.9,1197,82.0,5,500000
11726,Hyundai,8,35212,Dealer,Diesel,Manual,25.0,1493,113.42,5,500000
11728,Maruti,8,46100,Dealer,Petrol,Manual,19.1,1197,85.8,5,475000
11729,Ford,10,40000,Dealer,Petrol,Manual,15.6,1196,70.0,5,355000
11730,Nissan,2,10000,Individual,Petrol,Manual,14.23,1498,104.55,5,950000
11731,Tata,3,31000,Dealer,Diesel,Automatic,21.5,1497,108.5,5,845000
11732,Honda,5,34000,Individual,Diesel,Manual,26.0,1498,98.6,5,1025000
11734,Maruti,11,133000,Dealer,Diesel,Manual,19.3,1248,73.9,5,340000
11735,Volkswagen,4,16219,Dealer,Petrol,Manual,17.69,999,108.62,5,845000
11736,Tata,2,10000,Individual,Petrol,Manual,23.84,1199,84.0,5,510000
11737,Hyundai,4,56169,Dealer,Petrol,Manual,18.9,1197,82.0,5,550000
11738,Maruti,5,90000,Individual,Diesel,Manual,27.39,1248,74.0,5,590000
11739,Maruti,7,31692,Dealer,Petrol,Manual,20.51,998,67.04,5,330000
11740,Skoda,11,74000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,365000
11741,Maruti,3,80000,Individual,Diesel,Manual,28.4,1248,74.0,5,675000
11742,Hyundai,2,5000,Individual,Petrol,Manual,18.9,1197,81.86,5,590000
11745,Volkswagen,2,15000,Individual,Diesel,Manual,22.27,1498,108.6,5,900000
11746,Hyundai,10,51359,Dealer,Petrol,Manual,19.81,1086,68.05,5,320000
11747,Skoda,9,79000,Dealer,Diesel,Manual,20.5,1598,103.5,5,460000
11748,Maruti,9,65000,Dealer,Petrol,Manual,15.37,1196,73.0,5,175000
11749,Tata,3,42388,Dealer,Diesel,Manual,21.5,1497,108.5,5,895000
11750,Maruti,6,50000,Individual,Petrol,Manual,23.1,998,67.04,5,350000
11751,Maruti,3,9000,Dealer,Diesel,Manual,24.3,1248,88.5,5,960000
11752,Maruti,5,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,650000
11753,Hyundai,5,15000,Individual,Petrol,Manual,18.9,1197,82.0,5,390000
11754,Maruti,12,70000,Individual,Petrol,Manual,19.7,796,46.3,5,130000
11755,Maruti,3,25000,Individual,Petrol,Manual,23.95,998,67.05,5,385000
11756,Hyundai,7,70000,Individual,Petrol,Manual,17.01,1591,121.3,5,450000
11757,Maruti,3,26000,Individual,Petrol,Manual,22.0,1197,81.8,5,610000
11758,Honda,6,40000,Dealer,Diesel,Manual,27.3,1498,98.6,5,665000
11759,Hyundai,3,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000
11760,Maruti,2,8800,Individual,Petrol,Manual,21.4,1197,83.1,5,675000
11761,Hyundai,12,40000,Dealer,Petrol,Manual,17.92,1086,62.1,5,266000
11762,Hyundai,7,90000,Individual,Diesel,Manual,22.32,1582,126.32,5,590000
11763,Ford,2,17000,Individual,Petrol,Manual,19.0,1194,94.68,5,630000
11764,Maruti,8,106000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000
11765,Honda,11,56161,Dealer,Petrol,Manual,16.0,1198,90.0,5,319000
11766,Ford,10,35000,Individual,Diesel,Manual,20.0,1399,68.0,5,300000
11767,Ford,6,100000,Individual,Diesel,Manual,22.77,1498,98.59,5,700000
11768,Maruti,8,67000,Dealer,Diesel,Manual,28.4,1248,74.0,5,300000
11769,Maruti,4,28000,Dealer,Petrol,Manual,20.4,1197,81.8,5,629000
11770,Honda,15,38000,Individual,Petrol,Manual,16.9,1497,100.0,5,200000
11771,Maruti,4,5000,Individual,Petrol,Manual,20.4,1197,81.8,5,570000
11772,Maruti,4,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,800000
11773,Maruti,5,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,599000
11774,Renault,4,20000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
11775,Skoda,7,70000,Dealer,Diesel,Manual,20.5,1598,103.5,5,525000
11776,Mahindra,7,69000,Dealer,Diesel,Automatic,11.79,2179,120.0,7,650000
11777,Skoda,5,60000,Individual,Diesel,Automatic,21.66,1498,103.52,5,850000
11778,Maruti,7,120000,Individual,Diesel,Manual,26.21,1248,88.5,5,580000
11779,Hyundai,6,50215,Dealer,Petrol,Manual,18.9,1197,81.86,5,450000
11780,Hyundai,2,18700,Individual,Diesel,Manual,23.7,1396,88.7,5,1045000
11781,Hyundai,7,35000,Individual,Petrol,Manual,17.92,1086,62.1,5,300000
11782,Maruti,5,100000,Individual,Diesel,Manual,28.09,1248,88.5,5,660000
11783,Tata,4,41723,Dealer,Diesel,Manual,17.6,2179,153.86,7,1350000
11786,Hyundai,2,5630,Dealer,Petrol,Manual,17.0,1591,121.3,5,975000
11787,Hyundai,6,109555,Dealer,Diesel,Manual,22.54,1396,88.73,5,655000
11788,Hyundai,12,90000,Individual,Diesel,Manual,18.1,1493,110.0,5,290000
11789,Honda,8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,390000
11790,Maruti,2,8000,Dealer,Petrol,Automatic,17.99,1462,103.26,7,1099000
11791,Maruti,4,40000,Individual,Diesel,Manual,28.09,1248,88.5,5,800000
11792,Maruti,3,50000,Individual,Petrol,Manual,20.89,1197,81.8,5,450000
11793,Hyundai,8,76945,Dealer,Petrol,Manual,17.92,1086,62.1,5,350000
11794,Maruti,7,110000,Individual,Petrol,Manual,20.92,998,67.1,5,200000
11795,Honda,4,53000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,1095000
11796,Maruti,4,62904,Dealer,Diesel,Manual,28.4,1248,74.0,5,700000
11797,Hyundai,9,58000,Dealer,Diesel,Manual,22.32,1582,126.32,5,625000
11798,Volkswagen,4,49000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,950000
11799,Mahindra,4,54212,Dealer,Diesel,Manual,16.0,2179,140.0,7,1350000
11800,Honda,2,8760,Dealer,Petrol,Automatic,19.0,1199,88.76,5,800000
11801,Renault,8,62000,Dealer,Diesel,Manual,19.87,1461,83.8,5,395000
11802,Renault,4,40000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000
11803,Maruti,5,70000,Individual,Diesel,Automatic,26.59,1248,74.0,5,675000
11804,Maruti,3,40000,Individual,Diesel,Manual,28.09,1248,88.5,5,800000
11805,Hyundai,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,170000
11806,Hyundai,6,52000,Dealer,Diesel,Manual,21.38,1396,88.7,5,925000
11807,Hyundai,6,80131,Dealer,Diesel,Manual,22.54,1396,88.73,5,625000
11808,Maruti,5,41944,Dealer,Petrol,Automatic,23.1,998,67.04,5,485000
11809,Hyundai,5,28000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1525000
11810,Maruti,4,20000,Dealer,Diesel,Manual,24.3,1248,88.5,5,800000
11811,Honda,11,60000,Individual,Petrol,Manual,13.5,1799,130.0,5,275000
11812,Maruti,4,68000,Dealer,Diesel,Manual,24.52,1248,88.5,7,900000
11813,Hyundai,7,89000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,550000
11814,Maruti,7,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,390000
11816,Ford,4,63000,Dealer,Petrol,Manual,15.9,1496,120.69,5,865000
11817,Honda,7,67000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000
11818,Ford,5,49392,Dealer,Petrol,Manual,18.16,1196,86.8,5,575000
11819,Honda,4,65000,Individual,Diesel,Manual,25.5,1498,98.6,5,800000
11820,Hyundai,4,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,1200000
11821,Maruti,9,90000,Individual,Petrol,Manual,18.6,1197,85.8,5,280000
11822,Maruti,9,92000,Dealer,Diesel,Manual,22.9,1248,74.0,5,525000
11824,Datsun,4,17731,Dealer,Petrol,Manual,22.7,799,53.64,5,270000
11825,Maruti,4,61326,Dealer,Diesel,Manual,24.3,1248,88.5,5,985000
11826,Maruti,4,32000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
11827,Hyundai,6,57000,Individual,Petrol,Automatic,13.0,1591,121.3,5,800000
11828,Hyundai,3,42700,Individual,Diesel,Manual,22.0,1582,126.2,5,860000
11829,Maruti,7,35000,Individual,Petrol,Manual,17.5,1373,91.1,7,585000
11830,Maruti,4,10000,Individual,Petrol,Automatic,20.51,998,67.0,5,400000
11831,Honda,13,110000,Individual,Petrol,Manual,13.5,1799,130.0,5,400000
11832,Maruti,6,78368,Dealer,Diesel,Manual,20.77,1248,88.76,7,785000
11833,Hyundai,6,37924,Dealer,Petrol,Manual,17.0,1197,80.0,5,550000
11834,Ford,7,104859,Dealer,Diesel,Manual,22.7,1498,89.84,5,425000
11835,Ford,4,63000,Dealer,Diesel,Manual,23.0,1498,98.96,5,831000
11837,Honda,4,52377,Dealer,Petrol,Automatic,19.0,1199,88.7,5,785000
11838,Volkswagen,4,14000,Dealer,Petrol,Manual,16.2,1199,74.0,5,750000
11839,Volkswagen,5,70000,Dealer,Diesel,Manual,22.07,1199,73.9,5,675000
11840,Hyundai,3,18000,Dealer,Diesel,Manual,24.0,1120,70.0,5,685000
11841,Hyundai,2,7000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1295000
11842,Maruti,6,49000,Dealer,Petrol,Manual,20.73,1373,91.1,5,635000
11843,Honda,7,62000,Dealer,Diesel,Manual,26.0,1498,98.6,5,640000
11844,Volkswagen,8,34000,Individual,Petrol,Manual,15.04,1598,103.6,5,400000
11845,Honda,4,66000,Dealer,Diesel,Manual,25.5,1498,98.6,5,725000
11846,Renault,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000
11847,Hyundai,1,5000,Individual,Petrol,Manual,18.27,998,118.35,5,1050000
11848,Hyundai,6,64000,Individual,Diesel,Manual,22.54,1396,88.73,5,620000
11849,Skoda,9,85600,Dealer,Diesel,Manual,20.5,1598,103.5,5,475000
11851,Maruti,6,57000,Dealer,Petrol,Automatic,23.1,998,67.04,5,495000
11852,Renault,3,8627,Dealer,Petrol,Manual,21.74,999,67.0,5,385000
11853,Volkswagen,8,100000,Individual,Diesel,Manual,22.07,1199,73.9,5,290000
11854,Maruti,4,48000,Dealer,CNG,Manual,15.1,1196,73.0,5,421000
11855,Volkswagen,8,56000,Dealer,Petrol,Manual,16.2,1199,74.0,5,385000
11856,Hyundai,4,20000,Individual,Petrol,Manual,18.9,1197,82.0,5,500000
11857,Ford,3,6500,Dealer,Diesel,Manual,22.77,1498,98.59,5,899000
11858,Maruti,8,90000,Individual,CNG,Manual,30.46,796,47.3,5,185000
11859,Volkswagen,4,37450,Dealer,Petrol,Automatic,17.21,1197,103.5,5,895000
11860,Honda,5,88102,Dealer,Diesel,Manual,26.0,1498,98.6,5,685000
11861,Honda,11,47000,Dealer,Petrol,Manual,17.0,1497,118.0,5,325000
11862,Maruti,9,37623,Dealer,Petrol,Manual,20.51,998,67.04,5,296000
11863,Honda,7,49000,Dealer,Petrol,Manual,18.0,1198,86.7,5,495000
11864,Hyundai,9,69000,Dealer,Diesel,Manual,21.9,1396,88.76,5,460000
11865,Maruti,10,100000,Individual,Petrol,Manual,15.37,1196,73.0,7,150000
11866,Hyundai,8,90000,Dealer,Diesel,Manual,22.32,1582,126.32,5,525000
11867,Maruti,8,60855,Dealer,Petrol,Manual,19.1,1197,85.8,5,500000
11868,Maruti,8,86300,Individual,Petrol,Manual,19.1,1197,85.8,5,440000
11869,Hyundai,6,78000,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000
11870,Hyundai,10,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,210000
11871,Maruti,6,42100,Dealer,CNG,Manual,26.6,998,58.16,5,375000
11872,Maruti,6,35000,Individual,Petrol,Manual,22.74,796,47.3,5,300000
11874,Tata,4,39543,Dealer,Diesel,Manual,27.28,1047,69.0,5,485000
11875,Renault,5,46000,Dealer,Petrol,Manual,25.17,799,53.3,5,315000
11876,Maruti,5,51000,Dealer,Petrol,Automatic,23.1,998,67.04,5,435000
11877,Mahindra,6,80000,Individual,Diesel,Manual,16.0,2179,140.0,7,1100000
11878,Hyundai,6,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,500000
11879,Hyundai,4,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,655000
11880,Ford,3,40000,Individual,Diesel,Manual,23.0,1498,98.96,5,900000
11881,Volkswagen,3,9965,Dealer,Petrol,Manual,16.09,1598,103.2,5,915000
11883,Toyota,5,35500,Dealer,Diesel,Automatic,13.68,2393,147.51,7,1490000
11884,Honda,8,70400,Dealer,Petrol,Manual,18.6,1199,88.76,5,415000
11885,Maruti,6,80000,Individual,CNG,Manual,26.6,998,58.16,5,300000
11886,Maruti,10,70000,Dealer,Petrol,Manual,16.11,1196,72.42,5,275000
11887,Maruti,9,120000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000
11889,Hyundai,4,76000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,515000
11890,Honda,13,120000,Individual,Petrol,Manual,17.7,1497,78.0,5,400000
11891,Volkswagen,2,7000,Dealer,Petrol,Manual,18.78,999,75.0,5,730000
11892,Maruti,5,45000,Dealer,Petrol,Manual,20.73,1373,91.1,5,725000
11893,Honda,5,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000
11894,Maruti,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,800000
11895,Ford,2,30000,Individual,Diesel,Manual,24.4,1498,98.63,5,775000
11896,Volkswagen,6,56084,Dealer,Petrol,Automatic,17.21,1197,103.6,5,645000
11897,Maruti,9,116006,Dealer,Petrol,Manual,20.92,998,67.1,5,250000
11898,Maruti,8,65000,Dealer,Petrol,Manual,21.79,998,67.05,5,295000
11900,Renault,4,25000,Individual,Petrol,Manual,23.01,999,67.0,5,310000
11901,Mahindra,2,25000,Individual,Diesel,Manual,20.0,1497,115.0,5,1079000
11903,Maruti,5,40000,Dealer,Petrol,Manual,15.37,1196,72.42,7,365000
11904,Mahindra,4,60000,Dealer,Diesel,Manual,15.1,2179,152.87,7,1500000
11905,Hyundai,2,12000,Individual,Petrol,Manual,15.8,1591,121.3,5,1070000
11906,Ford,7,58000,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
11907,Hyundai,5,28000,Dealer,Petrol,Manual,18.9,1197,82.0,5,495000
11908,Maruti,4,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,850000
11909,Maruti,5,73000,Individual,Petrol,Manual,20.85,1197,83.14,5,530000
11910,Maruti,5,85263,Dealer,Diesel,Manual,25.2,1248,74.0,5,550000
11911,Maruti,5,2000,Individual,Petrol,Manual,22.74,796,47.3,5,220000
11912,Maruti,5,31000,Dealer,Petrol,Automatic,23.95,998,67.05,5,360000
11913,Maruti,4,31869,Dealer,Petrol,Manual,20.73,1373,91.1,5,690000
11914,Maruti,4,23765,Dealer,Petrol,Manual,23.95,998,67.05,5,400000
11915,Maruti,8,64000,Individual,Petrol,Manual,19.1,1197,85.8,5,350000
11916,Maruti,8,34000,Dealer,Petrol,Manual,18.9,998,67.1,5,300000
11917,Maruti,7,52500,Dealer,Petrol,Automatic,23.1,998,67.04,5,375000
11918,Maruti,13,57000,Dealer,Petrol,Manual,16.1,1298,88.2,5,205000
11919,Hyundai,2,15000,Dealer,Diesel,Manual,22.54,1396,88.76,5,975000
11921,Ford,4,40000,Individual,Diesel,Manual,23.0,1498,98.96,5,885000
11922,Maruti,5,63000,Dealer,Diesel,Manual,28.09,1248,88.5,5,630000
11923,Hyundai,10,42000,Individual,Petrol,Manual,20.36,1197,78.9,5,230000
11924,Honda,14,70000,Dealer,Petrol,Manual,17.7,1497,78.0,5,180000
11925,Maruti,5,80000,Individual,Diesel,Manual,26.59,1248,74.0,5,450000
11926,Maruti,10,22900,Dealer,Petrol,Manual,20.92,998,67.1,5,215000
11928,Honda,7,75000,Dealer,Petrol,Manual,17.4,1497,117.6,5,537000
11929,Tata,3,60000,Individual,Petrol,Manual,17.0,1198,108.5,5,600000
11930,Renault,3,12500,Individual,Petrol,Automatic,24.04,999,67.0,5,345000
11931,Maruti,5,68000,Dealer,Diesel,Manual,24.3,1248,88.5,5,660000
11932,Hyundai,8,70000,Individual,Diesel,Manual,21.9,1396,88.76,5,310000
11933,Hyundai,4,36000,Dealer,Diesel,Manual,23.9,1582,126.2,5,860000
11934,Maruti,4,80000,Individual,Diesel,Manual,28.4,1248,74.02,5,650000
11935,Skoda,3,62600,Dealer,Diesel,Automatic,21.72,1498,108.6,5,1045000
11936,Hyundai,4,55000,Dealer,Petrol,Manual,18.9,1197,81.86,5,415000
11937,Maruti,6,76448,Dealer,Diesel,Manual,22.9,1248,74.0,5,405000
11938,Maruti,7,48000,Dealer,Petrol,Manual,20.73,1373,91.1,5,545000
11939,Volkswagen,6,76000,Dealer,Diesel,Manual,20.34,1498,103.2,5,575000
11940,Honda,3,40000,Individual,Diesel,Manual,27.4,1498,98.63,5,750000
11941,Hyundai,6,42000,Individual,Petrol,Manual,18.6,1197,81.83,5,430000
11942,Honda,5,52062,Dealer,Petrol,Manual,18.2,1199,88.7,5,675000
11943,Ford,7,56017,Dealer,Diesel,Manual,22.7,1498,89.84,5,685000
11944,Hyundai,3,10000,Individual,Petrol,Manual,15.8,1591,121.3,5,995000
11946,Maruti,5,135000,Individual,Diesel,Manual,24.52,1248,88.5,7,900000
11948,Maruti,8,100000,Individual,Petrol,Manual,19.1,1197,85.8,5,390000
11949,Honda,2,9600,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1160000
