,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
10659,Maruti,Wagon R,2,36000,Individual,Petrol,Manual,21.79,998,67.05,5,410000
10660,Maruti,Swift,1,21005,Dealer,Petrol,Manual,21.21,1197,81.8,5,645000
10661,Maruti,Ciaz,4,25000,Dealer,Petrol,Automatic,20.28,1462,103.25,5,740000
10662,Hyundai,i10,8,45000,Dealer,Petrol,Manual,20.36,1197,78.9,5,290000
10663,Maruti,Wagon R,13,61400,Dealer,Petrol,Manual,18.9,998,67.1,5,128000
10664,Toyota,Innova,4,65434,Dealer,Diesel,Manual,13.68,2393,147.8,7,1575000
10665,Honda,Amaze,6,59861,Dealer,Petrol,Manual,18.0,1198,86.7,5,387000
10666,Hyundai,i10,7,90000,Dealer,Petrol,Manual,19.81,1086,68.05,5,300000
10667,Maruti,Baleno,3,8610,Trustmark Dealer,Petrol,Automatic,19.56,1197,81.8,5,725000
10668,Hyundai,i20,9,54000,Dealer,Petrol,Manual,18.5,1197,82.85,5,315000
10669,Hyundai,Grand,6,68000,Dealer,Petrol,Manual,18.9,1197,82.0,5,421000
10670,Toyota,Innova,11,44000,Dealer,Diesel,Manual,12.8,2494,102.0,7,700000
10671,Hyundai,Grand,6,41000,Dealer,Petrol,Manual,18.9,1197,81.86,5,368000
10672,Maruti,Baleno,2,20000,Dealer,Petrol,Manual,21.4,1197,83.1,5,635000
10673,Mahindra,Scorpio,9,74841,Dealer,Diesel,Manual,15.4,2523,75.0,7,440000
10674,Maruti,Ciaz,4,44507,Dealer,Petrol,Manual,20.65,1462,103.25,5,690000
10675,Mercedes-Benz,E-Class,8,70000,Dealer,Diesel,Automatic,10.0,2148,170.0,5,1025000
10676,Honda,Amaze,4,30073,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000
10677,BMW,5,8,50000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,1600000
10678,Porsche,Cayenne,6,46500,Dealer,Diesel,Automatic,13.5,2967,240.0,5,6000000
10679,Maruti,Alto,8,68000,Dealer,CNG,Manual,33.44,796,40.3,4,150000
10680,Maruti,Vitara,5,54000,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
10681,Maruti,Ertiga,7,40000,Individual,Petrol,Manual,16.02,1373,93.7,7,650000
10682,Toyota,Innova,3,11000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2275000
10683,Hyundai,Verna,8,60000,Individual,Diesel,Manual,22.32,1582,126.3,5,400000
10684,Hyundai,Creta,5,52000,Dealer,Petrol,Manual,13.0,1591,121.3,5,949000
10685,Hyundai,Grand,4,50000,Dealer,Diesel,Manual,24.0,1186,73.97,5,440000
10686,Honda,City,10,56000,Dealer,Petrol,Manual,17.0,1497,118.0,5,325000
10687,Skoda,Rapid,7,60000,Dealer,Petrol,Automatic,14.3,1598,103.6,5,490000
10688,Hyundai,Grand,2,17000,Dealer,Petrol,Manual,18.9,1197,82.0,5,490000
10689,Ford,Endeavour,5,70000,Dealer,Diesel,Manual,13.5,2198,157.7,7,2095000
10690,Hyundai,Verna,12,55000,Dealer,Petrol,Manual,13.9,1599,103.2,5,250000
10691,Hyundai,i10,7,62000,Dealer,Petrol,Manual,20.36,1197,78.9,5,310000
10692,Maruti,Ertiga,2,23000,Dealer,Petrol,Manual,19.34,1462,103.0,7,830000
10693,Honda,City,7,46000,Dealer,Diesel,Manual,26.0,1498,98.6,5,469000
10694,Honda,Civic,2,3000,Dealer,Petrol,Automatic,16.5,1799,139.46,5,1750000
10695,Audi,A6,3,8253,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3560000
10696,Hyundai,Grand,6,15000,Individual,Petrol,Manual,18.9,1197,82.0,5,470000
10697,Renault,Duster,5,52000,Dealer,Diesel,Manual,19.64,1461,108.45,5,570000
10698,Toyota,Camry,5,85000,Dealer,Petrol,Automatic,19.16,2494,158.2,5,1850000
10699,Hyundai,i20,3,30000,Dealer,Petrol,Manual,17.19,1197,81.86,5,550000
10700,Maruti,Swift Dzire,10,83000,Dealer,Diesel,Manual,19.3,1248,73.9,5,260000
10701,Maruti,Baleno,1,2085,Dealer,Petrol,Manual,21.01,1197,81.8,5,690000
10702,Maruti,Wagon R,13,11000,Dealer,Petrol,Manual,14.0,1061,64.0,5,195000
10703,Toyota,Innova,14,79000,Dealer,Diesel,Manual,12.99,2494,100.6,7,265000
10704,Hyundai,i20,6,80000,Individual,Diesel,Manual,22.54,1396,88.73,5,450000
10705,Hyundai,i20,4,34000,Dealer,Diesel,Manual,22.54,1396,88.73,5,680000
10706,Maruti,Swift Dzire,5,58000,Dealer,Petrol,Manual,20.85,1197,83.14,5,450000
10707,Maruti,Wagon R,13,80000,Individual,Petrol,Manual,18.9,1061,67.0,5,95000
10708,Mahindra,XUV500,9,64345,Dealer,Diesel,Manual,15.1,2179,140.0,7,490000
10709,Hyundai,Verna,3,3700,Dealer,Diesel,Manual,23.9,1582,126.2,5,1220000
10710,Hyundai,i20,9,41890,Dealer,Petrol,Manual,17.0,1197,80.0,5,300000
10711,Datsun,RediGO,4,20000,Individual,Petrol,Manual,22.7,799,53.64,5,225000
10712,Skoda,Rapid,6,54000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,650000
10713,Maruti,Vitara,4,33000,Dealer,Diesel,Manual,24.3,1248,88.5,5,675000
10714,Ford,Ecosport,8,67234,Dealer,Diesel,Manual,22.7,1498,89.84,5,400000
10715,Honda,City,11,75000,Dealer,Petrol,Manual,17.0,1497,118.0,5,265000
10716,Mercedes-Benz,C-Class,8,39000,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1349000
10717,Datsun,GO,6,19000,Dealer,Petrol,Manual,20.63,1198,67.06,5,261000
10718,Honda,City,6,57000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000
10719,Maruti,Ertiga,2,25000,Dealer,Diesel,Manual,25.47,1248,88.5,7,1075000
10720,Renault,Duster,7,157000,Individual,Diesel,Manual,20.45,1461,83.8,5,550000
10721,Honda,City,4,41000,Dealer,Petrol,Manual,17.8,1497,117.3,5,750000
10722,Maruti,Baleno,1,2000,Dealer,Petrol,Manual,21.4,1197,83.1,5,675000
10723,Honda,City,11,86245,Dealer,Petrol,Manual,17.0,1497,118.0,5,305000
10724,Maruti,Swift Dzire,7,55837,Dealer,Petrol,Manual,17.5,1197,85.8,5,415000
10725,BMW,6,2,7500,Dealer,Petrol,Automatic,14.28,1998,254.7,4,5700000
10726,Honda,City,9,52000,Dealer,Petrol,Manual,16.8,1497,116.3,5,410000
10727,Ford,Ecosport,8,89005,Dealer,Diesel,Manual,22.7,1498,89.84,5,450000
10728,Audi,A4,5,40000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1850000
10729,Maruti,Wagon R,1,9000,Dealer,CNG,Manual,26.6,998,58.16,5,545000
10730,Hyundai,Grand,7,75000,Dealer,Petrol,Manual,18.9,1197,82.0,5,390000
10731,Isuzu,D-Max,4,61000,Individual,Diesel,Manual,12.4,2499,134.0,5,1100000
10732,Maruti,Alto,6,29437,Trustmark Dealer,Petrol,Manual,22.74,796,47.3,5,265000
10733,Maruti,Swift,3,69785,Dealer,Petrol,Automatic,22.0,1197,81.8,5,590000
10734,Maruti,Swift,6,75000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
10735,Mercedes-Benz,C-Class,9,51000,Dealer,Petrol,Automatic,14.74,1991,181.04,5,1190000
10736,Maruti,Baleno,4,51000,Dealer,Petrol,Manual,21.4,1197,83.1,5,565000
10737,Hyundai,Grand,6,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,390000
10738,Maruti,Swift Dzire,6,80000,Individual,Diesel,Manual,23.4,1248,74.0,5,365000
10739,Skoda,Superb,8,65000,Dealer,Petrol,Manual,13.14,1798,157.8,5,499000
10740,Volkswagen,Vento,10,41000,Dealer,Petrol,Manual,15.04,1598,103.6,5,325000
10741,Toyota,Innova,3,30000,Dealer,Diesel,Manual,13.68,2393,147.51,8,1600000
10742,Toyota,Innova,4,46000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1870000
10743,Maruti,Swift Dzire,10,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,180000
10744,Toyota,Camry,5,85000,Dealer,Petrol,Automatic,19.16,2487,214.5,5,1850000
10745,Maruti,Celerio,3,47000,Dealer,Petrol,Automatic,21.63,998,67.05,5,525000
10746,Mahindra,XUV500,7,120000,Individual,Diesel,Manual,15.1,2179,140.0,7,600000
10747,Honda,City,9,72000,Dealer,Petrol,Manual,17.0,1497,118.0,5,450000
10748,Maruti,Swift,3,31000,Dealer,Petrol,Manual,22.0,1197,81.8,5,565000
10749,Honda,Amaze,3,17511,Dealer,Petrol,Automatic,19.0,1199,88.76,5,616000
10750,BMW,7,13,70000,Dealer,Petrol,Automatic,8.45,2979,321.0,5,750000
10751,Maruti,Celerio,6,20934,Dealer,Petrol,Manual,23.1,998,67.04,5,360000
10752,Mercedes-Benz,E-Class,11,90000,Dealer,Petrol,Manual,11.2,2497,203.0,5,1000000
10753,Hyundai,Grand,5,29250,Trustmark Dealer,Petrol,Manual,18.9,1197,81.86,5,445000
10754,Hyundai,i20,2,4800,Dealer,Petrol,Manual,18.6,1197,81.86,5,660000
10755,Ford,Ecosport,2,19323,Dealer,Petrol,Manual,17.0,1497,121.31,5,985000
10756,Honda,Amaze,2,14000,Dealer,Petrol,Automatic,19.0,1199,88.76,5,760000
10757,Honda,Jazz,3,27032,Dealer,Petrol,Automatic,18.2,1199,88.7,5,695000
10758,Ford,Figo,11,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,150000
10759,Mahindra,Thar,6,40000,Dealer,Diesel,Manual,18.06,2523,63.0,7,650000
10760,Maruti,Baleno,6,70000,Dealer,Diesel,Manual,27.39,1248,74.0,5,550000
10761,Honda,Amaze,6,57000,Dealer,Petrol,Manual,18.0,1198,86.7,5,390000
10762,Toyota,Innova,4,25000,Dealer,Petrol,Automatic,10.75,2694,163.7,7,1750000
10763,Skoda,Rapid,8,75000,Dealer,Diesel,Manual,20.5,1598,103.6,5,350000
10764,Maruti,Swift,5,62235,Dealer,Diesel,Manual,25.2,1248,74.0,5,496000
10765,Toyota,Fortuner,9,97000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1175000
10766,Honda,Amaze,7,58500,Dealer,Diesel,Manual,25.8,1498,98.6,5,348000
10767,Skoda,Rapid,7,51000,Dealer,Diesel,Manual,21.14,1498,103.52,5,460000
10768,Volkswagen,Polo,6,44000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,525000
10769,Volkswagen,Vento,5,65000,Dealer,Diesel,Automatic,21.5,1498,108.5,5,595000
10770,Skoda,Rapid,4,60000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,690000
10771,Maruti,Swift Dzire,3,60000,Individual,Diesel,Manual,28.4,1248,74.02,5,627000
10772,Honda,Amaze,5,46000,Dealer,Petrol,Manual,18.0,1198,86.7,5,425000
10773,Honda,City,10,50000,Dealer,Petrol,Manual,17.0,1497,118.0,5,349000
10774,Ford,Endeavour,3,48000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2899000
10775,Hyundai,i20,4,65609,Dealer,Diesel,Manual,22.54,1396,88.73,5,600000
10776,Maruti,Ciaz,3,31000,Dealer,Petrol,Automatic,20.28,1462,103.25,5,890000
10777,Volkswagen,Polo,7,71000,Dealer,Petrol,Manual,16.47,1198,74.0,5,330000
10778,Hyundai,i20,9,53493,Dealer,Petrol,Manual,18.5,1197,82.85,5,350000
10779,Maruti,Swift Dzire,9,80000,Individual,Petrol,Manual,17.5,1197,85.8,5,400000
10780,Honda,City,12,70000,Individual,Petrol,Automatic,16.8,1497,118.0,5,280000
10781,Mahindra,Scorpio,6,45000,Dealer,Diesel,Manual,15.4,1997,120.0,7,950000
10782,Hyundai,Grand,6,46497,Dealer,Petrol,Manual,18.9,1197,82.0,5,385000
10783,Hyundai,i20,9,55000,Dealer,Petrol,Manual,18.5,1197,80.0,5,265000
10784,Ford,Ecosport,5,65000,Individual,Diesel,Manual,22.77,1498,98.59,5,530000
10785,Honda,City,12,45000,Dealer,Petrol,Automatic,16.8,1497,116.4,5,295000
10786,Maruti,Wagon R,12,63000,Dealer,Petrol,Manual,21.79,998,67.05,5,125000
10787,Maruti,Ciaz,5,89000,Dealer,Diesel,Manual,28.09,1248,88.5,5,580000
10788,Maruti,Swift Dzire,3,20000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,725000
10789,Maruti,Baleno,2,10000,Dealer,Petrol,Manual,21.4,1197,83.1,5,625000
10790,Hyundai,Elantra,7,62000,Dealer,Diesel,Automatic,14.62,1493,113.42,5,690000
10791,Hyundai,Verna,7,68000,Dealer,Diesel,Manual,22.32,1582,126.32,5,475000
10792,Honda,City,7,51000,Dealer,Diesel,Manual,24.1,1498,97.9,5,490000
10793,Renault,Duster,8,57000,Dealer,Diesel,Manual,20.45,1461,83.8,5,425000
10794,Hyundai,Grand,4,37079,Dealer,Petrol,Manual,18.9,1197,82.0,5,540000
10795,Mercedes-Benz,E-Class,9,48000,Dealer,Diesel,Automatic,10.0,2148,170.0,5,1075000
10796,Maruti,Swift Dzire,3,22251,Trustmark Dealer,Petrol,Manual,22.0,1197,81.8,5,600000
10797,Maruti,Vitara,2,20500,Dealer,Diesel,Manual,24.3,1248,88.5,5,915000
10798,Hyundai,Creta,3,55000,Dealer,Diesel,Manual,22.1,1396,88.7,5,920000
10799,Honda,City,11,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,350000
10800,Kia,Seltos,2,7982,Dealer,Petrol,Manual,16.8,1497,113.4,5,1180000
10801,Maruti,Wagon R,8,63000,Dealer,CNG,Manual,32.52,998,58.33,5,250000
10802,Jaguar,F-PACE,2,30000,Dealer,Petrol,Automatic,14.38,1997,246.74,5,5000000
10803,Mercedes-Benz,GL-Class,5,61000,Dealer,Diesel,Automatic,12.0,2987,224.0,7,4660000
10804,Hyundai,Creta,5,40000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1050000
10805,Honda,Amaze,6,25000,Individual,Petrol,Manual,18.0,1198,86.7,5,390000
10806,Maruti,Swift,7,72000,Dealer,Diesel,Manual,28.4,1248,74.0,5,385000
10807,Honda,Amaze,7,87200,Dealer,Petrol,Manual,18.0,1198,86.7,5,385000
10808,Maruti,Baleno,4,46982,Dealer,Petrol,Manual,21.4,1197,83.1,5,572000
10809,Maruti,Ignis,2,15000,Individual,Petrol,Manual,20.89,1197,81.8,5,500000
10810,Skoda,Rapid,5,49000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,660000
10811,Maruti,Eeco,2,25000,Individual,CNG,Manual,21.94,1196,61.7,5,370000
10812,Land Rover,Rover,4,35000,Dealer,Diesel,Automatic,12.51,2179,187.7,7,4650000
10813,Hyundai,i20,4,37999,Dealer,Petrol,Manual,18.6,1197,81.83,5,540000
10814,Honda,Amaze,7,53589,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
10815,Mercedes-Benz,E-Class,4,24000,Dealer,Petrol,Automatic,15.0,1991,194.4,5,4100000
10816,Tata,Tigor,3,17206,Dealer,Petrol,Automatic,20.3,1199,84.0,5,565000
10817,Honda,City,7,52643,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000
10818,Hyundai,Verna,10,29800,Dealer,Diesel,Manual,16.2,1493,110.0,5,225000
10819,Tata,Tigor,2,40000,Dealer,Diesel,Manual,24.7,1047,69.0,5,529000
10820,Datsun,GO,4,15759,Dealer,Petrol,Manual,19.02,1198,67.05,5,260000
10821,Hyundai,i20,6,56000,Dealer,Diesel,Manual,21.19,1396,88.73,5,585000
10822,Honda,City,7,44000,Dealer,Diesel,Manual,26.0,1498,98.6,5,535000
10823,Audi,A6,10,55000,Dealer,Petrol,Automatic,10.4,2773,201.0,5,1340000
10824,Ford,Ecosport,5,78648,Dealer,Diesel,Manual,22.77,1498,98.59,5,596000
10825,Ford,Ecosport,5,100000,Individual,Diesel,Manual,22.77,1498,98.59,5,600000
10826,Maruti,Celerio,7,53412,Dealer,Petrol,Automatic,23.1,998,67.04,5,300000
10827,Hyundai,i20,3,10080,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,720000
10828,Ford,Ecosport,3,33000,Dealer,Diesel,Manual,21.7,1498,98.96,5,950000
10829,Hyundai,Santro,8,55000,Dealer,Petrol,Manual,17.92,1086,62.1,5,225000
10830,Mahindra,Scorpio,7,100000,Dealer,Diesel,Manual,15.4,1997,120.0,7,825000
10831,Ford,Figo,8,80000,Individual,Diesel,Manual,20.0,1399,68.05,5,193000
10832,Mercedes-Benz,C-Class,8,49000,Dealer,Petrol,Automatic,14.74,1991,181.03,5,1290000
10833,Maruti,Ciaz,4,21000,Dealer,Diesel,Manual,26.32,1498,93.87,5,625000
10834,Ford,Ecosport,7,28000,Dealer,Petrol,Manual,15.8,1499,110.0,5,565000
10835,Hyundai,i20,3,23000,Dealer,Petrol,Manual,18.6,1197,81.83,5,695000
10836,Maruti,Celerio,3,41000,Dealer,Petrol,Manual,21.63,998,67.04,5,400000
10837,Hyundai,i20,9,65000,Dealer,Petrol,Manual,17.0,1197,80.0,5,320000
10838,Hyundai,Creta,6,825000,Dealer,Diesel,Manual,19.67,1582,126.2,5,825000
10839,Mahindra,Scorpio,6,59999,Dealer,Diesel,Manual,15.4,1997,120.0,7,845000
10840,Hyundai,i20,4,23082,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
10841,Volkswagen,Polo,4,35000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,750000
10842,Mahindra,XUV500,4,50000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1300000
10843,Maruti,Vitara,4,63000,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
10844,Honda,Jazz,5,38739,Dealer,Diesel,Manual,27.3,1498,98.6,5,575000
10845,Ford,Ecosport,6,80000,Individual,Diesel,Manual,22.77,1498,98.59,5,585000
10846,Skoda,Rapid,8,60000,Dealer,Diesel,Manual,20.5,1598,103.5,5,280000
10847,Hyundai,Venue,2,10000,Dealer,Petrol,Manual,18.27,998,118.35,5,870000
10848,Hyundai,Verna,4,30000,Individual,Petrol,Manual,17.01,1591,121.3,5,880000
10849,Maruti,Vitara,1,1000,Dealer,Petrol,Manual,17.03,1462,103.26,5,1050000
10850,Honda,WR-V,4,5000,Dealer,Petrol,Manual,17.5,1199,88.7,5,790000
10851,Maruti,Alto,10,60000,Dealer,Petrol,Manual,20.92,998,67.1,5,195000
10852,Mercedes-Benz,S-Class,13,72000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,999000
10853,Ford,Ecosport,2,17000,Dealer,Diesel,Manual,22.77,1498,98.59,5,925000
10854,Maruti,Ciaz,6,57000,Dealer,Petrol,Manual,20.73,1373,91.1,5,490000
10855,Maruti,Alto,8,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,190000
10856,Tata,Nexon,4,34000,Dealer,Petrol,Manual,17.0,1199,118.3,5,690000
10857,BMW,3,6,33000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,2080000
10858,Maruti,Wagon R,8,61154,Dealer,Petrol,Manual,20.51,998,67.04,5,255000
10859,Ford,Ecosport,5,31000,Dealer,Petrol,Manual,15.9,1496,120.69,5,675000
10860,Mahindra,XUV500,9,58455,Dealer,Diesel,Manual,15.1,2179,140.0,7,450000
10861,Maruti,Wagon R,4,25396,Dealer,Petrol,Automatic,20.51,998,67.0,5,410000
10862,Hyundai,i20,3,12000,Dealer,Petrol,Automatic,17.4,1197,81.86,5,845000
10863,Honda,City,10,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,350000
10864,Ford,Figo,10,120000,Individual,Diesel,Manual,20.0,1399,68.0,5,150000
10865,Maruti,Swift Dzire,4,48000,Dealer,Petrol,Manual,19.0,1197,85.8,5,475000
10866,Maruti,Alto,8,68450,Dealer,Petrol,Manual,22.74,796,47.3,5,245000
10867,Ford,Ecosport,7,43000,Dealer,Diesel,Manual,22.7,1498,89.84,5,540000
10868,Ford,Ecosport,5,53000,Dealer,Petrol,Automatic,16.05,1499,110.4,5,680000
10869,Ford,Endeavour,2,18000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2725000
10870,Maruti,Swift,8,26000,Dealer,Diesel,Manual,28.4,1248,74.0,5,365000
10871,Maruti,Swift,8,51405,Dealer,Diesel,Manual,28.4,1248,74.0,5,345000
10872,Honda,City,15,50000,Individual,Petrol,Manual,17.7,1497,78.0,5,300000
10873,BMW,5,4,18000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3700000
10874,Maruti,Ciaz,4,56000,Dealer,Diesel,Manual,28.09,1248,88.5,5,665000
10875,Audi,A4,9,38000,Individual,Diesel,Automatic,15.2,1968,140.8,5,1175000
10876,Volkswagen,Polo,7,80000,Dealer,Diesel,Manual,20.14,1498,88.8,5,325000
10877,Audi,A4,7,60000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1275000
10878,Maruti,Vitara,4,70000,Individual,Diesel,Manual,24.3,1248,88.5,5,700000
10879,Hyundai,Grand,4,60000,Dealer,Petrol,Manual,18.9,1197,81.86,5,450000
10880,Maruti,Wagon R,4,55271,Dealer,CNG,Manual,26.2,998,58.2,5,365000
10881,Mahindra,XUV500,2,16000,Dealer,Diesel,Automatic,15.1,2179,152.87,7,1500000
10882,Hyundai,Grand,6,49000,Dealer,Diesel,Manual,24.0,1120,70.0,5,370000
10883,Maruti,Swift,8,147000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000
10884,Maruti,Ertiga,5,45700,Dealer,Diesel,Manual,24.52,1248,88.5,7,650000
10885,Renault,KWID,5,12000,Dealer,Petrol,Manual,25.17,799,53.3,5,275000
10886,Honda,City,4,42000,Dealer,Petrol,Manual,17.4,1497,117.6,5,880000
10887,Hyundai,Grand,7,41000,Dealer,Petrol,Manual,18.9,1197,81.86,5,355000
10888,Honda,City,4,45000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,990000
10889,Toyota,Fortuner,8,52000,Individual,Diesel,Manual,12.55,2982,168.5,7,1400000
10890,Skoda,Rapid,7,62000,Dealer,Diesel,Manual,20.5,1598,103.5,5,345000
10891,Hyundai,Santro,10,64000,Dealer,Petrol,Manual,17.92,1086,62.1,5,210000
10892,Hyundai,i10,9,65000,Dealer,Petrol,Manual,20.36,1197,78.9,5,235000
10893,Maruti,Alto,13,92000,Dealer,Petrol,Manual,19.7,796,46.3,5,115000
10894,Volvo,S90,2,25000,Dealer,Diesel,Automatic,18.0,1969,190.0,5,4500000
10895,Maruti,Vitara,4,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,650000
10896,Toyota,Fortuner,2,32000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3300000
10897,Renault,Duster,7,101895,Dealer,Diesel,Manual,20.45,1461,83.8,5,412000
10898,Maruti,Dzire ZXI,6,41021,Dealer,Petrol,Manual,23.26,1197,88.5,5,500000
10899,Toyota,Innova,5,92000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1300000
10900,Hyundai,Verna,8,62485,Dealer,Petrol,Manual,17.1,1591,121.3,5,445000
10901,Hyundai,i10,11,45000,Dealer,Petrol,Manual,20.36,1197,78.9,5,190000
10902,Toyota,Innova,11,120000,Dealer,Diesel,Manual,12.8,2494,102.0,7,511000
10903,Honda,City,4,72000,Dealer,Diesel,Manual,25.1,1498,98.6,5,850000
10904,Ford,Ecosport,5,35000,Dealer,Petrol,Automatic,16.05,1499,110.4,5,721000
10905,Hyundai,i10,12,52000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000
10906,Honda,City,6,69000,Dealer,Diesel,Manual,24.1,1498,103.56,5,601000
10907,Hyundai,Verna,8,64001,Dealer,Petrol,Automatic,17.01,1591,121.4,5,449000
10908,Maruti,Swift,4,40000,Dealer,Petrol,Manual,22.0,1197,81.8,5,515000
10909,Hyundai,Grand,7,29000,Dealer,Petrol,Manual,18.9,1197,81.86,5,385000
10910,Honda,City,4,40000,Individual,Petrol,Automatic,18.0,1497,117.3,5,940000
10911,Hyundai,Grand,3,41000,Dealer,CNG,Manual,18.9,1197,65.39,5,470000
10912,Volkswagen,Polo,9,62000,Dealer,Diesel,Manual,22.07,1199,73.9,5,225000
10913,Maruti,Vitara,4,57000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
10914,Audi,A4,5,29000,Dealer,Petrol,Automatic,15.64,1798,167.62,5,1890000
10915,Maruti,Swift,6,52000,Dealer,Diesel,Manual,25.2,1248,74.0,5,415000
10916,Mercedes-Benz,C-Class,10,67000,Dealer,Petrol,Automatic,11.74,1796,186.0,5,950000
10917,Volkswagen,Vento,10,90000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000
10918,Hyundai,i10,8,20000,Individual,Petrol,Manual,19.81,1086,68.05,5,300000
10919,Volkswagen,Polo,8,46000,Dealer,Petrol,Manual,16.47,1198,73.9,5,365000
10920,Toyota,Innova,7,34000,Dealer,Diesel,Manual,12.99,2494,100.6,7,825000
10921,Tata,Harrier,1,5125,Dealer,Diesel,Manual,17.0,1956,167.67,5,1650000
10922,Hyundai,Creta,5,52000,Dealer,Diesel,Manual,19.67,1582,126.2,5,950000
10923,Renault,KWID,4,36000,Dealer,Petrol,Manual,25.17,799,53.3,5,320000
10924,Volkswagen,Vento,7,74832,Dealer,Diesel,Automatic,21.21,1498,103.2,5,373000
10925,Honda,Amaze,7,60000,Individual,Diesel,Manual,25.8,1498,98.6,5,342000
10926,Maruti,Wagon R,3,38000,Dealer,CNG,Manual,26.6,998,58.16,5,415000
10927,Maruti,Alto,5,35286,Dealer,Petrol,Automatic,23.95,998,67.05,5,331000
10928,Maruti,Baleno,4,58000,Individual,Diesel,Manual,27.39,1248,74.0,5,600000
10929,Audi,Q7,2,14000,Dealer,Diesel,Automatic,14.75,2967,245.0,7,6645000
10930,Hyundai,i20,5,40000,Dealer,Petrol,Manual,18.6,1197,81.83,5,500000
10931,Toyota,Camry,7,53000,Dealer,Petrol,Automatic,12.98,2494,178.3,5,1099000
10932,Maruti,Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,325000
10933,Hyundai,Verna,9,72545,Dealer,Diesel,Manual,22.32,1582,126.32,5,425000
10934,Hyundai,i10,10,58000,Dealer,Petrol,Manual,20.36,1197,78.9,5,210000
10935,Toyota,Camry,5,75000,Dealer,Petrol,Automatic,19.16,2487,214.5,5,2100000
10936,Hyundai,Grand,7,65000,Dealer,Petrol,Manual,18.9,1197,82.0,5,399000
10937,Honda,Amaze,8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
10938,Maruti,Celerio,5,12957,Trustmark Dealer,Petrol,Manual,23.1,998,67.04,5,400000
10939,Mercedes-Benz,GL-Class,7,90000,Dealer,Diesel,Automatic,12.0,2987,224.0,7,3200000
10940,Maruti,Swift,5,28000,Dealer,Petrol,Manual,20.4,1197,83.11,5,440000
10941,Honda,Amaze,6,15000,Individual,Diesel,Manual,25.8,1498,98.6,5,525000
10942,Honda,City,6,40212,Dealer,Petrol,Manual,17.8,1497,117.3,5,650000
10943,Maruti,Ertiga,4,45000,Dealer,Petrol,Manual,19.34,1462,103.0,7,745000
10944,Renault,KWID,2,14000,Individual,Petrol,Manual,23.01,999,67.0,5,390000
10945,Maruti,Swift Dzire,3,70000,Individual,Diesel,Automatic,28.4,1248,74.02,5,725000
10946,Maruti,Baleno,5,60000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,625000
10947,BMW,3,8,75000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1100000
10948,Hyundai,Santro,13,56000,Dealer,Petrol,Manual,17.92,1086,62.1,5,120000
